real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017
0,62.9457,104.793,51.6544,45.6192,17.4797,10.1666,20.2559,59.9675,10.7529
1,62.5978,102.732,52.16,46.0574,17.2182,9.81581,19.8347,59.6695,10.3723
2,65.8049,107.609,55.3588,48.7257,18.0052,10.1767,20.7459,62.7074,10.5589
3,63.5544,105.395,52.4416,46.3565,17.7348,10.2736,20.4426,60.5037,10.8137
4,61.4841,106.245,48.8022,43.2123,17.4094,10.674,20.4473,58.778,11.499
5,59.0757,96.5006,48.9545,43.5491,16.5532,9.4541,18.8455,56.1445,10.165
6,43.4372,76.1401,32.1589,29.6917,13.2616,8.33833,15.1682,41.173,10.2798
7,67.7481,114.682,55.4946,48.7893,18.8509,11.1257,22.06,64.6175,11.6225
8,63.0101,105.659,51.6739,45.755,17.7117,10.42,20.4708,60.0306,11.0792
9,68.5356,113.468,57.2552,50.1293,18.8722,10.5031,22.1876,64.7735,11.2668
10,63.3765,103.625,53.058,46.8285,17.4053,9.85149,20.0167,60.3613,10.37
11,63.8348,112.053,50.2565,44.3565,18.2622,11.2453,21.6986,60.856,12.2653
12,55.6678,99.1883,42.1569,37.7936,16.4333,10.5324,19.2676,53.2477,11.753
13,53.5936,91.5373,42.0733,37.9095,15.4517,9.75759,17.5644,51.5745,10.4621
14,59.0022,104.67,45.4719,40.6586,17.266,11.1135,20.1353,56.6092,12.0059
15,63.9504,111.187,50.841,44.9759,18.2531,11.2094,21.4255,61.1163,12.0158
16,63.7499,107.208,52.2424,46.0072,17.7603,10.2313,20.8925,60.4369,11.1979
17,59.9144,99.6724,48.8518,43.4566,16.9529,9.9294,19.388,57.081,10.6156
18,49.4841,82.1831,39.453,35.8817,14.5369,8.64292,16.2482,47.0171,9.89059
19,41.0032,71.4769,30.0343,27.9214,12.4461,8.01219,14.0949,39.1357,9.75001
20,54.8004,101.283,39.8797,35.8475,16.4882,11.052,19.5968,52.5895,12.459
21,60.4882,98.7968,50.3275,44.5182,16.5769,9.42667,19.0807,57.614,10.0488
22,65.4044,115.559,51.1323,45.0553,18.5836,11.745,22.0518,62.811,12.3676
23,65.5913,109.374,54.1527,47.6501,18.3165,10.3347,21.4137,62.0456,11.2407
24,62.5242,105.634,50.4581,44.6965,17.5091,10.6553,20.1757,60.0359,10.941
25,58.7623,98.362,47.7227,42.4568,16.5394,9.7599,19.0429,56.0288,10.5744
26,64.4362,108.489,52.7941,46.4324,17.8595,10.3181,21.0453,61.1729,11.2083
27,66.212,111.287,54.4003,47.9459,18.7138,10.7299,21.8258,62.67,11.6051
28,66.8206,112.392,54.9797,48.4192,18.5849,10.9346,21.6246,63.7491,11.3882
29,67.8672,110.803,57.618,50.4424,18.549,9.90477,21.8119,63.8032,10.9591
30,65.719,109.576,54.4046,47.9384,18.2377,10.574,21.143,62.6608,11.0881
31,57.5934,98.2077,45.7639,41.0266,16.5441,10.337,18.7944,55.4169,10.8389
32,67.7971,116.948,54.6621,48.0666,19.2635,11.4311,22.7734,64.362,12.3558
33,64.2702,119.555,47.6785,42.3931,19.0116,13.0854,22.5989,62.2558,13.6688
34,62.578,113.871,47.2184,41.8943,18.0544,12.2045,21.3946,60.7069,12.6433
35,65.4401,124.571,47.2571,41.8261,19.5413,13.5326,23.6884,63.19,14.4819
36,63.22,102.761,53.096,46.723,17.3739,9.42076,20.2068,59.652,10.378
37,59.894,100.935,48.5288,43.1167,16.8962,10.0856,19.5291,57.1581,10.8468
38,63.2104,103.919,52.6496,46.7116,17.6448,10.3008,19.9998,60.464,10.5647
39,60.6614,105.518,47.6649,42.6313,17.6164,11.2946,20.1328,58.5235,11.6458
40,62.5971,106.592,50.4474,44.7089,17.5841,10.8403,20.2938,60.2443,11.1535
41,64.4107,115.754,49.5361,43.7086,18.6313,11.8041,22.3594,61.4795,12.9162
42,59.5786,99.9913,48.2432,42.8975,16.9593,9.85693,19.6158,56.4305,10.8931
43,69.3489,118.037,56.8397,49.8529,19.3392,11.3803,22.8038,66.0024,12.007
44,51.0242,84.2371,40.9178,36.976,14.4841,8.80638,16.2016,49.0103,9.50588
45,63.0517,103.088,52.8484,46.6887,17.4653,9.73384,20.1106,59.7694,10.5102
46,66.5198,111.803,54.8627,48.0652,18.3841,10.3911,21.8074,62.9398,11.4249
47,66.3131,115.122,53.0769,46.5854,18.6506,11.1507,22.3107,63.0088,12.2021
48,65.5745,110.488,53.7583,47.427,18.297,10.8385,21.2208,62.684,11.2982
49,68.1779,112.882,56.9042,49.8219,18.7492,10.3935,22.0701,64.3929,11.2188
50,63.9854,104.38,53.8792,47.5713,17.8975,9.73234,20.6995,60.1564,10.7985
51,63.3081,109.536,50.1414,44.356,17.8663,11.187,20.8362,60.9338,11.5561
52,63.7138,105.117,53.1845,46.9827,17.8237,9.96335,20.6553,60.1808,10.932
53,70.3422,116.385,59.2495,51.7685,19.2809,10.6521,22.7193,66.512,11.4228
54,70.405,118.446,58.1561,51.0767,19.655,11.5009,22.8626,67.1058,11.8109
55,67.187,109.261,56.876,49.9259,18.5134,10.0123,21.5144,63.3405,10.8191
56,69.8344,120.131,56.8103,49.5992,19.4303,11.3359,23.3199,66.2415,12.3361
57,64.2941,107.437,52.7414,46.6119,18.0234,10.5905,20.7806,61.3492,11.0468
58,64.3538,108.468,52.6648,46.5708,18.0773,10.7247,20.9381,61.3932,11.2922
59,66.4582,113.265,54.2453,47.7172,18.7605,10.8537,22.1893,62.8202,11.9763
60,57.4469,100.804,44.3375,39.6396,16.7823,10.5727,19.5848,54.868,11.6109
61,68.1353,114.855,56.1907,49.2124,18.8014,10.8453,22.2077,64.7931,11.5603
62,61.0109,100.485,50.5361,44.7426,17.1305,9.57425,19.8417,57.5618,10.6494
63,67.387,112.031,55.9223,49.0482,18.5894,10.4899,21.8095,63.8304,11.2048
64,56.0661,92.4888,45.5946,40.7733,15.67,9.39821,17.7141,53.8226,9.85118
65,60.6352,102.301,48.903,43.5669,17.1448,10.5104,19.5479,58.2489,10.8226
66,61.0949,105.013,48.6768,43.4038,17.6847,10.856,20.3727,58.3358,11.5962
67,49.6652,85.46,38.1601,34.6983,14.837,9.09469,16.9447,47.0663,10.5988
68,66.1779,119.754,50.9331,44.8984,19.2529,12.2074,23.1839,63.0626,13.4283
69,62.8714,105.61,51.2142,45.4449,17.8558,10.5927,20.4891,59.9811,11.1428
70,66.4711,111.306,54.933,48.4145,18.5024,10.8222,21.4673,63.3678,11.2955
71,65.2155,110.287,53.1379,46.8021,18.3546,10.6666,21.5409,61.8286,11.5437
72,38.634,64.0558,29.4294,27.5393,11.7645,6.98303,12.9975,36.4131,8.98494
73,48.939,80.2507,39.1845,35.5106,14.2272,8.16194,16.0193,46.2322,9.58313
74,61.664,107.859,48.6243,43.0419,17.7253,10.7264,21.0599,58.485,12.0679
75,68.259,118.949,54.6396,47.8983,19.2955,11.5616,23.1105,64.7981,12.5918
76,62.5301,113.027,47.6176,42.3582,18.2778,12.1007,21.5327,60.2967,12.7526
77,66.387,112.843,54.1574,47.7087,18.8185,10.9063,22.1299,62.7741,11.9282
78,67.2296,109.548,56.7092,49.7617,18.2727,10.2103,21.1337,63.9987,10.537
79,62.9078,114.63,47.5617,42.1171,18.3878,11.9874,22.053,60.2562,13.0741
80,63.9541,108.235,52.0721,45.9405,17.8398,10.5907,20.8524,61.0225,11.2477
81,62.9096,117.499,46.2175,41.0899,18.5251,12.9037,22.0722,61.1752,13.4326
82,48.4602,79.4472,38.7408,35.1639,13.7558,8.35906,15.2611,46.6493,9.1155
83,64.7538,112.734,51.2548,45.5384,18.7135,11.8018,21.6103,62.2143,12.157
84,63.7064,116.872,48.1139,42.6518,18.8664,12.2434,22.642,60.8255,13.5541
85,60.6187,101.613,49.2883,43.8421,17.2151,10.1987,19.7266,57.8123,10.8739
86,67.3665,111.025,56.2972,49.5181,18.5911,10.6174,21.481,64.1241,10.9536
87,64.604,106.6,53.7213,47.3765,18.0487,10.0854,20.9187,61.0874,10.9416
88,66.5074,108.678,56.0102,49.4063,18.4627,10.3899,21.1315,63.2013,10.8046
89,63.3776,104.164,52.8798,46.5632,17.5496,9.67507,20.5032,59.7683,10.7171
90,57.2767,104.817,42.6469,38.1423,17.0601,11.0989,20.3702,54.6319,12.6385
91,64.4222,105.27,53.8014,47.7459,18.0035,10.4885,20.2721,61.598,10.536
92,56.3004,96.3414,44.3567,39.6848,15.9695,10.0754,18.3229,54.2785,10.5988
93,62.2507,112.476,47.2316,42.0151,18.2074,12.0871,21.4071,60.1219,12.6633
94,39.8311,71.0578,28.2459,26.4896,12.4578,8.25737,14.089,38.0901,10.095
95,62.6101,106.104,50.565,45.0563,17.952,10.997,20.4296,60.0113,11.3148
96,67.7504,112.4,56.4895,49.7036,18.8436,10.7076,21.865,64.2704,11.287
97,61.4718,111.138,46.5435,41.5689,18.2984,11.9932,21.4255,59.0281,12.8445
98,56.7713,98.2223,44.254,39.4912,16.2896,10.1045,18.9894,54.2628,11.0634
99,63.4625,105.744,52.2319,46.0659,17.78,10.0886,20.7405,60.0585,11.0428
